"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"13047",47,5,2,0.1,"exp1_00002_0005_047_0.1","JC",NA,10000,"DNA","exp1_00002_0005_047_0.1_random_trees.phy","exp1_00002_0005_047_0.1_partitions.nex","exp1_00002_0005_047_0.1_output_alignment"
"13048",48,5,2,0.1,"exp1_00002_0005_048_0.1","JC",NA,10000,"DNA","exp1_00002_0005_048_0.1_random_trees.phy","exp1_00002_0005_048_0.1_partitions.nex","exp1_00002_0005_048_0.1_output_alignment"
"13049",49,5,2,0.1,"exp1_00002_0005_049_0.1","JC",NA,10000,"DNA","exp1_00002_0005_049_0.1_random_trees.phy","exp1_00002_0005_049_0.1_partitions.nex","exp1_00002_0005_049_0.1_output_alignment"
"13050",50,5,2,0.1,"exp1_00002_0005_050_0.1","JC",NA,10000,"DNA","exp1_00002_0005_050_0.1_random_trees.phy","exp1_00002_0005_050_0.1_partitions.nex","exp1_00002_0005_050_0.1_output_alignment"
"13051",51,5,2,0.1,"exp1_00002_0005_051_0.1","JC",NA,10000,"DNA","exp1_00002_0005_051_0.1_random_trees.phy","exp1_00002_0005_051_0.1_partitions.nex","exp1_00002_0005_051_0.1_output_alignment"
"13052",52,5,2,0.1,"exp1_00002_0005_052_0.1","JC",NA,10000,"DNA","exp1_00002_0005_052_0.1_random_trees.phy","exp1_00002_0005_052_0.1_partitions.nex","exp1_00002_0005_052_0.1_output_alignment"
"13053",53,5,2,0.1,"exp1_00002_0005_053_0.1","JC",NA,10000,"DNA","exp1_00002_0005_053_0.1_random_trees.phy","exp1_00002_0005_053_0.1_partitions.nex","exp1_00002_0005_053_0.1_output_alignment"
"13054",54,5,2,0.1,"exp1_00002_0005_054_0.1","JC",NA,10000,"DNA","exp1_00002_0005_054_0.1_random_trees.phy","exp1_00002_0005_054_0.1_partitions.nex","exp1_00002_0005_054_0.1_output_alignment"
"13055",55,5,2,0.1,"exp1_00002_0005_055_0.1","JC",NA,10000,"DNA","exp1_00002_0005_055_0.1_random_trees.phy","exp1_00002_0005_055_0.1_partitions.nex","exp1_00002_0005_055_0.1_output_alignment"
"13056",56,5,2,0.1,"exp1_00002_0005_056_0.1","JC",NA,10000,"DNA","exp1_00002_0005_056_0.1_random_trees.phy","exp1_00002_0005_056_0.1_partitions.nex","exp1_00002_0005_056_0.1_output_alignment"
"13057",57,5,2,0.1,"exp1_00002_0005_057_0.1","JC",NA,10000,"DNA","exp1_00002_0005_057_0.1_random_trees.phy","exp1_00002_0005_057_0.1_partitions.nex","exp1_00002_0005_057_0.1_output_alignment"
"13058",58,5,2,0.1,"exp1_00002_0005_058_0.1","JC",NA,10000,"DNA","exp1_00002_0005_058_0.1_random_trees.phy","exp1_00002_0005_058_0.1_partitions.nex","exp1_00002_0005_058_0.1_output_alignment"
"13059",59,5,2,0.1,"exp1_00002_0005_059_0.1","JC",NA,10000,"DNA","exp1_00002_0005_059_0.1_random_trees.phy","exp1_00002_0005_059_0.1_partitions.nex","exp1_00002_0005_059_0.1_output_alignment"
"13060",60,5,2,0.1,"exp1_00002_0005_060_0.1","JC",NA,10000,"DNA","exp1_00002_0005_060_0.1_random_trees.phy","exp1_00002_0005_060_0.1_partitions.nex","exp1_00002_0005_060_0.1_output_alignment"
"13061",61,5,2,0.1,"exp1_00002_0005_061_0.1","JC",NA,10000,"DNA","exp1_00002_0005_061_0.1_random_trees.phy","exp1_00002_0005_061_0.1_partitions.nex","exp1_00002_0005_061_0.1_output_alignment"
"13062",62,5,2,0.1,"exp1_00002_0005_062_0.1","JC",NA,10000,"DNA","exp1_00002_0005_062_0.1_random_trees.phy","exp1_00002_0005_062_0.1_partitions.nex","exp1_00002_0005_062_0.1_output_alignment"
"13063",63,5,2,0.1,"exp1_00002_0005_063_0.1","JC",NA,10000,"DNA","exp1_00002_0005_063_0.1_random_trees.phy","exp1_00002_0005_063_0.1_partitions.nex","exp1_00002_0005_063_0.1_output_alignment"
"13064",64,5,2,0.1,"exp1_00002_0005_064_0.1","JC",NA,10000,"DNA","exp1_00002_0005_064_0.1_random_trees.phy","exp1_00002_0005_064_0.1_partitions.nex","exp1_00002_0005_064_0.1_output_alignment"
"13065",65,5,2,0.1,"exp1_00002_0005_065_0.1","JC",NA,10000,"DNA","exp1_00002_0005_065_0.1_random_trees.phy","exp1_00002_0005_065_0.1_partitions.nex","exp1_00002_0005_065_0.1_output_alignment"
"13066",66,5,2,0.1,"exp1_00002_0005_066_0.1","JC",NA,10000,"DNA","exp1_00002_0005_066_0.1_random_trees.phy","exp1_00002_0005_066_0.1_partitions.nex","exp1_00002_0005_066_0.1_output_alignment"
"13067",67,5,2,0.1,"exp1_00002_0005_067_0.1","JC",NA,10000,"DNA","exp1_00002_0005_067_0.1_random_trees.phy","exp1_00002_0005_067_0.1_partitions.nex","exp1_00002_0005_067_0.1_output_alignment"
"13068",68,5,2,0.1,"exp1_00002_0005_068_0.1","JC",NA,10000,"DNA","exp1_00002_0005_068_0.1_random_trees.phy","exp1_00002_0005_068_0.1_partitions.nex","exp1_00002_0005_068_0.1_output_alignment"
"13069",69,5,2,0.1,"exp1_00002_0005_069_0.1","JC",NA,10000,"DNA","exp1_00002_0005_069_0.1_random_trees.phy","exp1_00002_0005_069_0.1_partitions.nex","exp1_00002_0005_069_0.1_output_alignment"
"13070",70,5,2,0.1,"exp1_00002_0005_070_0.1","JC",NA,10000,"DNA","exp1_00002_0005_070_0.1_random_trees.phy","exp1_00002_0005_070_0.1_partitions.nex","exp1_00002_0005_070_0.1_output_alignment"
"13071",71,5,2,0.1,"exp1_00002_0005_071_0.1","JC",NA,10000,"DNA","exp1_00002_0005_071_0.1_random_trees.phy","exp1_00002_0005_071_0.1_partitions.nex","exp1_00002_0005_071_0.1_output_alignment"
"13072",72,5,2,0.1,"exp1_00002_0005_072_0.1","JC",NA,10000,"DNA","exp1_00002_0005_072_0.1_random_trees.phy","exp1_00002_0005_072_0.1_partitions.nex","exp1_00002_0005_072_0.1_output_alignment"
"13073",73,5,2,0.1,"exp1_00002_0005_073_0.1","JC",NA,10000,"DNA","exp1_00002_0005_073_0.1_random_trees.phy","exp1_00002_0005_073_0.1_partitions.nex","exp1_00002_0005_073_0.1_output_alignment"
"13074",74,5,2,0.1,"exp1_00002_0005_074_0.1","JC",NA,10000,"DNA","exp1_00002_0005_074_0.1_random_trees.phy","exp1_00002_0005_074_0.1_partitions.nex","exp1_00002_0005_074_0.1_output_alignment"
"13075",75,5,2,0.1,"exp1_00002_0005_075_0.1","JC",NA,10000,"DNA","exp1_00002_0005_075_0.1_random_trees.phy","exp1_00002_0005_075_0.1_partitions.nex","exp1_00002_0005_075_0.1_output_alignment"
"13076",76,5,2,0.1,"exp1_00002_0005_076_0.1","JC",NA,10000,"DNA","exp1_00002_0005_076_0.1_random_trees.phy","exp1_00002_0005_076_0.1_partitions.nex","exp1_00002_0005_076_0.1_output_alignment"
"13077",77,5,2,0.1,"exp1_00002_0005_077_0.1","JC",NA,10000,"DNA","exp1_00002_0005_077_0.1_random_trees.phy","exp1_00002_0005_077_0.1_partitions.nex","exp1_00002_0005_077_0.1_output_alignment"
"13078",78,5,2,0.1,"exp1_00002_0005_078_0.1","JC",NA,10000,"DNA","exp1_00002_0005_078_0.1_random_trees.phy","exp1_00002_0005_078_0.1_partitions.nex","exp1_00002_0005_078_0.1_output_alignment"
"13079",79,5,2,0.1,"exp1_00002_0005_079_0.1","JC",NA,10000,"DNA","exp1_00002_0005_079_0.1_random_trees.phy","exp1_00002_0005_079_0.1_partitions.nex","exp1_00002_0005_079_0.1_output_alignment"
"13080",80,5,2,0.1,"exp1_00002_0005_080_0.1","JC",NA,10000,"DNA","exp1_00002_0005_080_0.1_random_trees.phy","exp1_00002_0005_080_0.1_partitions.nex","exp1_00002_0005_080_0.1_output_alignment"
"13081",81,5,2,0.1,"exp1_00002_0005_081_0.1","JC",NA,10000,"DNA","exp1_00002_0005_081_0.1_random_trees.phy","exp1_00002_0005_081_0.1_partitions.nex","exp1_00002_0005_081_0.1_output_alignment"
"13082",82,5,2,0.1,"exp1_00002_0005_082_0.1","JC",NA,10000,"DNA","exp1_00002_0005_082_0.1_random_trees.phy","exp1_00002_0005_082_0.1_partitions.nex","exp1_00002_0005_082_0.1_output_alignment"
"13083",83,5,2,0.1,"exp1_00002_0005_083_0.1","JC",NA,10000,"DNA","exp1_00002_0005_083_0.1_random_trees.phy","exp1_00002_0005_083_0.1_partitions.nex","exp1_00002_0005_083_0.1_output_alignment"
"13084",84,5,2,0.1,"exp1_00002_0005_084_0.1","JC",NA,10000,"DNA","exp1_00002_0005_084_0.1_random_trees.phy","exp1_00002_0005_084_0.1_partitions.nex","exp1_00002_0005_084_0.1_output_alignment"
"13085",85,5,2,0.1,"exp1_00002_0005_085_0.1","JC",NA,10000,"DNA","exp1_00002_0005_085_0.1_random_trees.phy","exp1_00002_0005_085_0.1_partitions.nex","exp1_00002_0005_085_0.1_output_alignment"
"13086",86,5,2,0.1,"exp1_00002_0005_086_0.1","JC",NA,10000,"DNA","exp1_00002_0005_086_0.1_random_trees.phy","exp1_00002_0005_086_0.1_partitions.nex","exp1_00002_0005_086_0.1_output_alignment"
"13087",87,5,2,0.1,"exp1_00002_0005_087_0.1","JC",NA,10000,"DNA","exp1_00002_0005_087_0.1_random_trees.phy","exp1_00002_0005_087_0.1_partitions.nex","exp1_00002_0005_087_0.1_output_alignment"
"13088",88,5,2,0.1,"exp1_00002_0005_088_0.1","JC",NA,10000,"DNA","exp1_00002_0005_088_0.1_random_trees.phy","exp1_00002_0005_088_0.1_partitions.nex","exp1_00002_0005_088_0.1_output_alignment"
"13089",89,5,2,0.1,"exp1_00002_0005_089_0.1","JC",NA,10000,"DNA","exp1_00002_0005_089_0.1_random_trees.phy","exp1_00002_0005_089_0.1_partitions.nex","exp1_00002_0005_089_0.1_output_alignment"
"13090",90,5,2,0.1,"exp1_00002_0005_090_0.1","JC",NA,10000,"DNA","exp1_00002_0005_090_0.1_random_trees.phy","exp1_00002_0005_090_0.1_partitions.nex","exp1_00002_0005_090_0.1_output_alignment"
"13091",91,5,2,0.1,"exp1_00002_0005_091_0.1","JC",NA,10000,"DNA","exp1_00002_0005_091_0.1_random_trees.phy","exp1_00002_0005_091_0.1_partitions.nex","exp1_00002_0005_091_0.1_output_alignment"
"13092",92,5,2,0.1,"exp1_00002_0005_092_0.1","JC",NA,10000,"DNA","exp1_00002_0005_092_0.1_random_trees.phy","exp1_00002_0005_092_0.1_partitions.nex","exp1_00002_0005_092_0.1_output_alignment"
"13093",93,5,2,0.1,"exp1_00002_0005_093_0.1","JC",NA,10000,"DNA","exp1_00002_0005_093_0.1_random_trees.phy","exp1_00002_0005_093_0.1_partitions.nex","exp1_00002_0005_093_0.1_output_alignment"
"13094",94,5,2,0.1,"exp1_00002_0005_094_0.1","JC",NA,10000,"DNA","exp1_00002_0005_094_0.1_random_trees.phy","exp1_00002_0005_094_0.1_partitions.nex","exp1_00002_0005_094_0.1_output_alignment"
"13095",95,5,2,0.1,"exp1_00002_0005_095_0.1","JC",NA,10000,"DNA","exp1_00002_0005_095_0.1_random_trees.phy","exp1_00002_0005_095_0.1_partitions.nex","exp1_00002_0005_095_0.1_output_alignment"
"13096",96,5,2,0.1,"exp1_00002_0005_096_0.1","JC",NA,10000,"DNA","exp1_00002_0005_096_0.1_random_trees.phy","exp1_00002_0005_096_0.1_partitions.nex","exp1_00002_0005_096_0.1_output_alignment"
"13097",97,5,2,0.1,"exp1_00002_0005_097_0.1","JC",NA,10000,"DNA","exp1_00002_0005_097_0.1_random_trees.phy","exp1_00002_0005_097_0.1_partitions.nex","exp1_00002_0005_097_0.1_output_alignment"
"13098",98,5,2,0.1,"exp1_00002_0005_098_0.1","JC",NA,10000,"DNA","exp1_00002_0005_098_0.1_random_trees.phy","exp1_00002_0005_098_0.1_partitions.nex","exp1_00002_0005_098_0.1_output_alignment"
"13099",99,5,2,0.1,"exp1_00002_0005_099_0.1","JC",NA,10000,"DNA","exp1_00002_0005_099_0.1_random_trees.phy","exp1_00002_0005_099_0.1_partitions.nex","exp1_00002_0005_099_0.1_output_alignment"
"13100",100,5,2,0.1,"exp1_00002_0005_100_0.1","JC",NA,10000,"DNA","exp1_00002_0005_100_0.1_random_trees.phy","exp1_00002_0005_100_0.1_partitions.nex","exp1_00002_0005_100_0.1_output_alignment"
"13101",1,10,2,0.1,"exp1_00002_0010_001_0.1","JC",NA,10000,"DNA","exp1_00002_0010_001_0.1_random_trees.phy","exp1_00002_0010_001_0.1_partitions.nex","exp1_00002_0010_001_0.1_output_alignment"
"13102",2,10,2,0.1,"exp1_00002_0010_002_0.1","JC",NA,10000,"DNA","exp1_00002_0010_002_0.1_random_trees.phy","exp1_00002_0010_002_0.1_partitions.nex","exp1_00002_0010_002_0.1_output_alignment"
"13103",3,10,2,0.1,"exp1_00002_0010_003_0.1","JC",NA,10000,"DNA","exp1_00002_0010_003_0.1_random_trees.phy","exp1_00002_0010_003_0.1_partitions.nex","exp1_00002_0010_003_0.1_output_alignment"
"13104",4,10,2,0.1,"exp1_00002_0010_004_0.1","JC",NA,10000,"DNA","exp1_00002_0010_004_0.1_random_trees.phy","exp1_00002_0010_004_0.1_partitions.nex","exp1_00002_0010_004_0.1_output_alignment"
"13105",5,10,2,0.1,"exp1_00002_0010_005_0.1","JC",NA,10000,"DNA","exp1_00002_0010_005_0.1_random_trees.phy","exp1_00002_0010_005_0.1_partitions.nex","exp1_00002_0010_005_0.1_output_alignment"
"13106",6,10,2,0.1,"exp1_00002_0010_006_0.1","JC",NA,10000,"DNA","exp1_00002_0010_006_0.1_random_trees.phy","exp1_00002_0010_006_0.1_partitions.nex","exp1_00002_0010_006_0.1_output_alignment"
"13107",7,10,2,0.1,"exp1_00002_0010_007_0.1","JC",NA,10000,"DNA","exp1_00002_0010_007_0.1_random_trees.phy","exp1_00002_0010_007_0.1_partitions.nex","exp1_00002_0010_007_0.1_output_alignment"
"13108",8,10,2,0.1,"exp1_00002_0010_008_0.1","JC",NA,10000,"DNA","exp1_00002_0010_008_0.1_random_trees.phy","exp1_00002_0010_008_0.1_partitions.nex","exp1_00002_0010_008_0.1_output_alignment"
"13109",9,10,2,0.1,"exp1_00002_0010_009_0.1","JC",NA,10000,"DNA","exp1_00002_0010_009_0.1_random_trees.phy","exp1_00002_0010_009_0.1_partitions.nex","exp1_00002_0010_009_0.1_output_alignment"
"13110",10,10,2,0.1,"exp1_00002_0010_010_0.1","JC",NA,10000,"DNA","exp1_00002_0010_010_0.1_random_trees.phy","exp1_00002_0010_010_0.1_partitions.nex","exp1_00002_0010_010_0.1_output_alignment"
"13111",11,10,2,0.1,"exp1_00002_0010_011_0.1","JC",NA,10000,"DNA","exp1_00002_0010_011_0.1_random_trees.phy","exp1_00002_0010_011_0.1_partitions.nex","exp1_00002_0010_011_0.1_output_alignment"
"13112",12,10,2,0.1,"exp1_00002_0010_012_0.1","JC",NA,10000,"DNA","exp1_00002_0010_012_0.1_random_trees.phy","exp1_00002_0010_012_0.1_partitions.nex","exp1_00002_0010_012_0.1_output_alignment"
"13113",13,10,2,0.1,"exp1_00002_0010_013_0.1","JC",NA,10000,"DNA","exp1_00002_0010_013_0.1_random_trees.phy","exp1_00002_0010_013_0.1_partitions.nex","exp1_00002_0010_013_0.1_output_alignment"
"13114",14,10,2,0.1,"exp1_00002_0010_014_0.1","JC",NA,10000,"DNA","exp1_00002_0010_014_0.1_random_trees.phy","exp1_00002_0010_014_0.1_partitions.nex","exp1_00002_0010_014_0.1_output_alignment"
"13115",15,10,2,0.1,"exp1_00002_0010_015_0.1","JC",NA,10000,"DNA","exp1_00002_0010_015_0.1_random_trees.phy","exp1_00002_0010_015_0.1_partitions.nex","exp1_00002_0010_015_0.1_output_alignment"
"13116",16,10,2,0.1,"exp1_00002_0010_016_0.1","JC",NA,10000,"DNA","exp1_00002_0010_016_0.1_random_trees.phy","exp1_00002_0010_016_0.1_partitions.nex","exp1_00002_0010_016_0.1_output_alignment"
"13117",17,10,2,0.1,"exp1_00002_0010_017_0.1","JC",NA,10000,"DNA","exp1_00002_0010_017_0.1_random_trees.phy","exp1_00002_0010_017_0.1_partitions.nex","exp1_00002_0010_017_0.1_output_alignment"
"13118",18,10,2,0.1,"exp1_00002_0010_018_0.1","JC",NA,10000,"DNA","exp1_00002_0010_018_0.1_random_trees.phy","exp1_00002_0010_018_0.1_partitions.nex","exp1_00002_0010_018_0.1_output_alignment"
"13119",19,10,2,0.1,"exp1_00002_0010_019_0.1","JC",NA,10000,"DNA","exp1_00002_0010_019_0.1_random_trees.phy","exp1_00002_0010_019_0.1_partitions.nex","exp1_00002_0010_019_0.1_output_alignment"
"13120",20,10,2,0.1,"exp1_00002_0010_020_0.1","JC",NA,10000,"DNA","exp1_00002_0010_020_0.1_random_trees.phy","exp1_00002_0010_020_0.1_partitions.nex","exp1_00002_0010_020_0.1_output_alignment"
"13121",21,10,2,0.1,"exp1_00002_0010_021_0.1","JC",NA,10000,"DNA","exp1_00002_0010_021_0.1_random_trees.phy","exp1_00002_0010_021_0.1_partitions.nex","exp1_00002_0010_021_0.1_output_alignment"
"13122",22,10,2,0.1,"exp1_00002_0010_022_0.1","JC",NA,10000,"DNA","exp1_00002_0010_022_0.1_random_trees.phy","exp1_00002_0010_022_0.1_partitions.nex","exp1_00002_0010_022_0.1_output_alignment"
"13123",23,10,2,0.1,"exp1_00002_0010_023_0.1","JC",NA,10000,"DNA","exp1_00002_0010_023_0.1_random_trees.phy","exp1_00002_0010_023_0.1_partitions.nex","exp1_00002_0010_023_0.1_output_alignment"
"13124",24,10,2,0.1,"exp1_00002_0010_024_0.1","JC",NA,10000,"DNA","exp1_00002_0010_024_0.1_random_trees.phy","exp1_00002_0010_024_0.1_partitions.nex","exp1_00002_0010_024_0.1_output_alignment"
"13125",25,10,2,0.1,"exp1_00002_0010_025_0.1","JC",NA,10000,"DNA","exp1_00002_0010_025_0.1_random_trees.phy","exp1_00002_0010_025_0.1_partitions.nex","exp1_00002_0010_025_0.1_output_alignment"
"13126",26,10,2,0.1,"exp1_00002_0010_026_0.1","JC",NA,10000,"DNA","exp1_00002_0010_026_0.1_random_trees.phy","exp1_00002_0010_026_0.1_partitions.nex","exp1_00002_0010_026_0.1_output_alignment"
"13127",27,10,2,0.1,"exp1_00002_0010_027_0.1","JC",NA,10000,"DNA","exp1_00002_0010_027_0.1_random_trees.phy","exp1_00002_0010_027_0.1_partitions.nex","exp1_00002_0010_027_0.1_output_alignment"
"13128",28,10,2,0.1,"exp1_00002_0010_028_0.1","JC",NA,10000,"DNA","exp1_00002_0010_028_0.1_random_trees.phy","exp1_00002_0010_028_0.1_partitions.nex","exp1_00002_0010_028_0.1_output_alignment"
"13129",29,10,2,0.1,"exp1_00002_0010_029_0.1","JC",NA,10000,"DNA","exp1_00002_0010_029_0.1_random_trees.phy","exp1_00002_0010_029_0.1_partitions.nex","exp1_00002_0010_029_0.1_output_alignment"
"13130",30,10,2,0.1,"exp1_00002_0010_030_0.1","JC",NA,10000,"DNA","exp1_00002_0010_030_0.1_random_trees.phy","exp1_00002_0010_030_0.1_partitions.nex","exp1_00002_0010_030_0.1_output_alignment"
"13131",31,10,2,0.1,"exp1_00002_0010_031_0.1","JC",NA,10000,"DNA","exp1_00002_0010_031_0.1_random_trees.phy","exp1_00002_0010_031_0.1_partitions.nex","exp1_00002_0010_031_0.1_output_alignment"
"13132",32,10,2,0.1,"exp1_00002_0010_032_0.1","JC",NA,10000,"DNA","exp1_00002_0010_032_0.1_random_trees.phy","exp1_00002_0010_032_0.1_partitions.nex","exp1_00002_0010_032_0.1_output_alignment"
"13133",33,10,2,0.1,"exp1_00002_0010_033_0.1","JC",NA,10000,"DNA","exp1_00002_0010_033_0.1_random_trees.phy","exp1_00002_0010_033_0.1_partitions.nex","exp1_00002_0010_033_0.1_output_alignment"
"13134",34,10,2,0.1,"exp1_00002_0010_034_0.1","JC",NA,10000,"DNA","exp1_00002_0010_034_0.1_random_trees.phy","exp1_00002_0010_034_0.1_partitions.nex","exp1_00002_0010_034_0.1_output_alignment"
"13135",35,10,2,0.1,"exp1_00002_0010_035_0.1","JC",NA,10000,"DNA","exp1_00002_0010_035_0.1_random_trees.phy","exp1_00002_0010_035_0.1_partitions.nex","exp1_00002_0010_035_0.1_output_alignment"
"13136",36,10,2,0.1,"exp1_00002_0010_036_0.1","JC",NA,10000,"DNA","exp1_00002_0010_036_0.1_random_trees.phy","exp1_00002_0010_036_0.1_partitions.nex","exp1_00002_0010_036_0.1_output_alignment"
"13137",37,10,2,0.1,"exp1_00002_0010_037_0.1","JC",NA,10000,"DNA","exp1_00002_0010_037_0.1_random_trees.phy","exp1_00002_0010_037_0.1_partitions.nex","exp1_00002_0010_037_0.1_output_alignment"
"13138",38,10,2,0.1,"exp1_00002_0010_038_0.1","JC",NA,10000,"DNA","exp1_00002_0010_038_0.1_random_trees.phy","exp1_00002_0010_038_0.1_partitions.nex","exp1_00002_0010_038_0.1_output_alignment"
"13139",39,10,2,0.1,"exp1_00002_0010_039_0.1","JC",NA,10000,"DNA","exp1_00002_0010_039_0.1_random_trees.phy","exp1_00002_0010_039_0.1_partitions.nex","exp1_00002_0010_039_0.1_output_alignment"
"13140",40,10,2,0.1,"exp1_00002_0010_040_0.1","JC",NA,10000,"DNA","exp1_00002_0010_040_0.1_random_trees.phy","exp1_00002_0010_040_0.1_partitions.nex","exp1_00002_0010_040_0.1_output_alignment"
"13141",41,10,2,0.1,"exp1_00002_0010_041_0.1","JC",NA,10000,"DNA","exp1_00002_0010_041_0.1_random_trees.phy","exp1_00002_0010_041_0.1_partitions.nex","exp1_00002_0010_041_0.1_output_alignment"
"13142",42,10,2,0.1,"exp1_00002_0010_042_0.1","JC",NA,10000,"DNA","exp1_00002_0010_042_0.1_random_trees.phy","exp1_00002_0010_042_0.1_partitions.nex","exp1_00002_0010_042_0.1_output_alignment"
"13143",43,10,2,0.1,"exp1_00002_0010_043_0.1","JC",NA,10000,"DNA","exp1_00002_0010_043_0.1_random_trees.phy","exp1_00002_0010_043_0.1_partitions.nex","exp1_00002_0010_043_0.1_output_alignment"
"13144",44,10,2,0.1,"exp1_00002_0010_044_0.1","JC",NA,10000,"DNA","exp1_00002_0010_044_0.1_random_trees.phy","exp1_00002_0010_044_0.1_partitions.nex","exp1_00002_0010_044_0.1_output_alignment"
"13145",45,10,2,0.1,"exp1_00002_0010_045_0.1","JC",NA,10000,"DNA","exp1_00002_0010_045_0.1_random_trees.phy","exp1_00002_0010_045_0.1_partitions.nex","exp1_00002_0010_045_0.1_output_alignment"
"13146",46,10,2,0.1,"exp1_00002_0010_046_0.1","JC",NA,10000,"DNA","exp1_00002_0010_046_0.1_random_trees.phy","exp1_00002_0010_046_0.1_partitions.nex","exp1_00002_0010_046_0.1_output_alignment"
"13147",47,10,2,0.1,"exp1_00002_0010_047_0.1","JC",NA,10000,"DNA","exp1_00002_0010_047_0.1_random_trees.phy","exp1_00002_0010_047_0.1_partitions.nex","exp1_00002_0010_047_0.1_output_alignment"
"13148",48,10,2,0.1,"exp1_00002_0010_048_0.1","JC",NA,10000,"DNA","exp1_00002_0010_048_0.1_random_trees.phy","exp1_00002_0010_048_0.1_partitions.nex","exp1_00002_0010_048_0.1_output_alignment"
"13149",49,10,2,0.1,"exp1_00002_0010_049_0.1","JC",NA,10000,"DNA","exp1_00002_0010_049_0.1_random_trees.phy","exp1_00002_0010_049_0.1_partitions.nex","exp1_00002_0010_049_0.1_output_alignment"
"13150",50,10,2,0.1,"exp1_00002_0010_050_0.1","JC",NA,10000,"DNA","exp1_00002_0010_050_0.1_random_trees.phy","exp1_00002_0010_050_0.1_partitions.nex","exp1_00002_0010_050_0.1_output_alignment"
"13151",51,10,2,0.1,"exp1_00002_0010_051_0.1","JC",NA,10000,"DNA","exp1_00002_0010_051_0.1_random_trees.phy","exp1_00002_0010_051_0.1_partitions.nex","exp1_00002_0010_051_0.1_output_alignment"
"13152",52,10,2,0.1,"exp1_00002_0010_052_0.1","JC",NA,10000,"DNA","exp1_00002_0010_052_0.1_random_trees.phy","exp1_00002_0010_052_0.1_partitions.nex","exp1_00002_0010_052_0.1_output_alignment"
"13153",53,10,2,0.1,"exp1_00002_0010_053_0.1","JC",NA,10000,"DNA","exp1_00002_0010_053_0.1_random_trees.phy","exp1_00002_0010_053_0.1_partitions.nex","exp1_00002_0010_053_0.1_output_alignment"
"13154",54,10,2,0.1,"exp1_00002_0010_054_0.1","JC",NA,10000,"DNA","exp1_00002_0010_054_0.1_random_trees.phy","exp1_00002_0010_054_0.1_partitions.nex","exp1_00002_0010_054_0.1_output_alignment"
"13155",55,10,2,0.1,"exp1_00002_0010_055_0.1","JC",NA,10000,"DNA","exp1_00002_0010_055_0.1_random_trees.phy","exp1_00002_0010_055_0.1_partitions.nex","exp1_00002_0010_055_0.1_output_alignment"
"13156",56,10,2,0.1,"exp1_00002_0010_056_0.1","JC",NA,10000,"DNA","exp1_00002_0010_056_0.1_random_trees.phy","exp1_00002_0010_056_0.1_partitions.nex","exp1_00002_0010_056_0.1_output_alignment"
"13157",57,10,2,0.1,"exp1_00002_0010_057_0.1","JC",NA,10000,"DNA","exp1_00002_0010_057_0.1_random_trees.phy","exp1_00002_0010_057_0.1_partitions.nex","exp1_00002_0010_057_0.1_output_alignment"
"13158",58,10,2,0.1,"exp1_00002_0010_058_0.1","JC",NA,10000,"DNA","exp1_00002_0010_058_0.1_random_trees.phy","exp1_00002_0010_058_0.1_partitions.nex","exp1_00002_0010_058_0.1_output_alignment"
"13159",59,10,2,0.1,"exp1_00002_0010_059_0.1","JC",NA,10000,"DNA","exp1_00002_0010_059_0.1_random_trees.phy","exp1_00002_0010_059_0.1_partitions.nex","exp1_00002_0010_059_0.1_output_alignment"
