"row_id","uid","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
3788,"exp2_00250_0020_008_0.1_0.5_Recent",20,250,0.1,0.5,"Recent",8,"JC",NA,250000,"DNA","500","0","0","500","1",36.21,35.72,32.4,42.33,"Non-treelike",0.334311988591617,0.00110145,"no_TIGER_run",0.959776114674685,0.63533945479225,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_0.1_0.5_Recent/exp2_00250_0020_008_0.1_0.5_Recent_output_alignment.fa"
3789,"exp2_00250_0020_009_0.1_0.5_Recent",20,250,0.1,0.5,"Recent",9,"JC",NA,250000,"DNA","500","0","0","500","1",35.91,36.37,33,38.68,"Non-treelike",0.330214235419567,0.00137355,"no_TIGER_run",0.956217149799952,0.58947515342741,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_0.1_0.5_Recent/exp2_00250_0020_009_0.1_0.5_Recent_output_alignment.fa"
3790,"exp2_00250_0020_010_0.1_0.5_Recent",20,250,0.1,0.5,"Recent",10,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",35.28,35.44,33.01,42.12,"Treelike",0.47481605610986,0.00152565,"no_TIGER_run",0.949000124131331,0.584702322887028,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_0.1_0.5_Recent/exp2_00250_0020_010_0.1_0.5_Recent_output_alignment.fa"
3791,"exp2_00250_0050_001_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",1,"JC",NA,250000,"DNA","1249","1","0","1250","0.9992",35.58,35.38,32.39,40.49,"Non-treelike",0.351764285338123,0.00130336,"no_TIGER_run",0.908664710202228,0.590813245518824,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_0.1_0.5_Recent/exp2_00250_0050_001_0.1_0.5_Recent_output_alignment.fa"
3792,"exp2_00250_0050_002_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",2,"JC",NA,250000,"DNA","1250","0","0","1250","1",35.22,34.61,32.24,40.93,"Non-treelike",0.343311120208981,0.00123668,"no_TIGER_run",0.908654993051914,0.527705428915864,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_0.1_0.5_Recent/exp2_00250_0050_002_0.1_0.5_Recent_output_alignment.fa"
3793,"exp2_00250_0050_003_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",3,"JC",NA,250000,"DNA","1248","2","0","1250","0.9984",34.99,34.87,32.61,40.01,"Treelike",0.349160398275129,0.00120474,"no_TIGER_run",0.895138499453606,0.564398496735145,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_0.1_0.5_Recent/exp2_00250_0050_003_0.1_0.5_Recent_output_alignment.fa"
3794,"exp2_00250_0050_004_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",4,"JC",NA,250000,"DNA","1248","2","0","1250","0.9984",35.51,35.41,32.68,46.63,"Non-treelike",0.364215121161838,0.00134008,"no_TIGER_run",0.906145199249568,0.522505118105786,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_0.1_0.5_Recent/exp2_00250_0050_004_0.1_0.5_Recent_output_alignment.fa"
3795,"exp2_00250_0050_005_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",5,"JC",NA,250000,"DNA","1250","0","0","1250","1",35.43,34.98,32.18,42.02,"Non-treelike",0.327789448757522,0.00123278,"no_TIGER_run",0.897480317442922,0.606651812423341,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_0.1_0.5_Recent/exp2_00250_0050_005_0.1_0.5_Recent_output_alignment.fa"
3796,"exp2_00250_0050_006_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",6,"JC",NA,250000,"DNA","1250","0","0","1250","1",35.36,34.94,31.98,49,"Treelike",0.395862460264675,0.00134062,"no_TIGER_run",0.90356873508146,0.657538920374542,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_0.1_0.5_Recent/exp2_00250_0050_006_0.1_0.5_Recent_output_alignment.fa"
3797,"exp2_00250_0050_007_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",7,"JC",NA,250000,"DNA","1246","4","0","1250","0.9968",35.83,35.57,32.47,44.78,"Non-treelike",0.327668269773366,0.0011992,"no_TIGER_run",0.906990561158691,0.554933872256506,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_0.1_0.5_Recent/exp2_00250_0050_007_0.1_0.5_Recent_output_alignment.fa"
3798,"exp2_00250_0050_008_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",8,"JC",NA,250000,"DNA","1249","1","0","1250","0.9992",35.61,34.93,32.82,44.81,"Non-treelike",0.327169771835332,0.00128058,"no_TIGER_run",0.90383226576662,0.521320207613789,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_0.1_0.5_Recent/exp2_00250_0050_008_0.1_0.5_Recent_output_alignment.fa"
3799,"exp2_00250_0050_009_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",9,"JC",NA,250000,"DNA","1249","1","0","1250","0.9992",35.75,35.06,33.11,48.21,"Non-treelike",0.352628031653845,0.00133434,"no_TIGER_run",0.906029063853925,0.599335126175639,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_0.1_0.5_Recent/exp2_00250_0050_009_0.1_0.5_Recent_output_alignment.fa"
3800,"exp2_00250_0050_010_0.1_0.5_Recent",50,250,0.1,0.5,"Recent",10,"JC",NA,250000,"DNA","1248","2","0","1250","0.9984",35.66,34.7,32.9,44.67,"Non-treelike",0.342385530981178,0.0012348,"no_TIGER_run",0.904698359358172,0.621329745081379,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_0.1_0.5_Recent/exp2_00250_0050_010_0.1_0.5_Recent_output_alignment.fa"
3801,"exp2_00250_0100_001_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",1,"JC",NA,250000,"DNA","2496","4","0","2500","0.9984",35.38,35,31.92,41.95,"Treelike",0.328835166248558,0.00127329,"no_TIGER_run",0.867197925294419,0.564367892328113,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_0.1_0.5_Recent/exp2_00250_0100_001_0.1_0.5_Recent_output_alignment.fa"
3802,"exp2_00250_0100_002_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",2,"JC",NA,250000,"DNA","2498","2","0","2500","0.9992",35.08,34.87,31.86,43.78,"Non-treelike",0.342140519359622,0.00135853,"no_TIGER_run",0.846004823195169,0.553361788732388,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_0.1_0.5_Recent/exp2_00250_0100_002_0.1_0.5_Recent_output_alignment.fa"
3803,"exp2_00250_0100_003_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",3,"JC",NA,250000,"DNA","2498","2","0","2500","0.9992",35.36,35.01,31.98,41.33,"Treelike",0.342075309003231,0.00127198,"no_TIGER_run",0.852324692225322,0.48259343379453,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_0.1_0.5_Recent/exp2_00250_0100_003_0.1_0.5_Recent_output_alignment.fa"
3804,"exp2_00250_0100_004_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",4,"JC",NA,250000,"DNA","2496","4","0","2500","0.9984",35.22,34.97,32.25,44.83,"Non-treelike",0.358267613455275,0.00137089,"no_TIGER_run",0.811323193192089,0.54568620079204,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_0.1_0.5_Recent/exp2_00250_0100_004_0.1_0.5_Recent_output_alignment.fa"
3805,"exp2_00250_0100_005_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",5,"JC",NA,250000,"DNA","2499","1","0","2500","0.9996",35.29,35.09,32.77,44.72,"Treelike",0.31380895386446,0.00117604,"no_TIGER_run",0.853962517895104,0.504582578779611,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_0.1_0.5_Recent/exp2_00250_0100_005_0.1_0.5_Recent_output_alignment.fa"
3806,"exp2_00250_0100_006_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",6,"JC",NA,250000,"DNA","2498","2","0","2500","0.9992",35.16,34.94,32.1,40.74,"Treelike",0.328915368739276,0.00124206,"no_TIGER_run",0.850826890667093,0.526402492523542,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_0.1_0.5_Recent/exp2_00250_0100_006_0.1_0.5_Recent_output_alignment.fa"
3807,"exp2_00250_0100_007_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",7,"JC",NA,250000,"DNA","2498","2","0","2500","0.9992",35.15,34.95,32.6,39.23,"Non-treelike",0.389350167341027,0.00127185,"no_TIGER_run",0.855772658383802,0.524770044512526,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_0.1_0.5_Recent/exp2_00250_0100_007_0.1_0.5_Recent_output_alignment.fa"
3808,"exp2_00250_0100_008_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",8,"JC",NA,250000,"DNA","2498","2","0","2500","0.9992",35.09,34.8,31.86,49.76,"Treelike",0.393875404300215,0.0013609,"no_TIGER_run",0.853685387739889,0.556893357349776,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_0.1_0.5_Recent/exp2_00250_0100_008_0.1_0.5_Recent_output_alignment.fa"
3809,"exp2_00250_0100_009_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",9,"JC",NA,250000,"DNA","2497","3","0","2500","0.9988",35.13,34.79,32.25,51.19,"Treelike",0.407744046780613,0.00128539,"no_TIGER_run",0.833991666255024,0.55915074157977,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_0.1_0.5_Recent/exp2_00250_0100_009_0.1_0.5_Recent_output_alignment.fa"
3810,"exp2_00250_0100_010_0.1_0.5_Recent",100,250,0.1,0.5,"Recent",10,"JC",NA,250000,"DNA","2499","1","0","2500","0.9996",35.39,35.06,32.07,48.56,"Non-treelike",0.352351122111429,0.00131992,"no_TIGER_run",0.847191540676548,0.561388503387755,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_0.1_0.5_Recent/exp2_00250_0100_010_0.1_0.5_Recent_output_alignment.fa"
3811,"exp2_00250_0005_001_1_0.5_Recent",5,250,1,0.5,"Recent",1,"JC",NA,250000,"DNA","117","8","0","125","0.936",35.26,35.26,34.43,36.09,"Non-treelike",0.485877301082569,0.0005952,"no_TIGER_run",0.999320396582788,0.574308849650364,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_1_0.5_Recent/exp2_00250_0005_001_1_0.5_Recent_output_alignment.fa"
3812,"exp2_00250_0005_002_1_0.5_Recent",5,250,1,0.5,"Recent",2,"JC",NA,250000,"DNA","120","5","0","125","0.96",40.38,40.38,38.24,42.51,"Non-treelike",0.511702439786197,0.0027674,"no_TIGER_run",0.999064426782894,0.676451460991635,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_1_0.5_Recent/exp2_00250_0005_002_1_0.5_Recent_output_alignment.fa"
3813,"exp2_00250_0005_003_1_0.5_Recent",5,250,1,0.5,"Recent",3,"JC",NA,250000,"DNA","125","0","0","125","1",48.58,48.58,35.54,61.61,"Non-treelike",0.264803508626035,0.0009834,"no_TIGER_run",0.998151968898068,0.863390289291152,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_1_0.5_Recent/exp2_00250_0005_003_1_0.5_Recent_output_alignment.fa"
3814,"exp2_00250_0005_004_1_0.5_Recent",5,250,1,0.5,"Recent",4,"JC",NA,250000,"DNA","125","0","0","125","1",35.59,35.59,32.11,39.08,"Non-treelike",0.554680463561898,0.003724,"no_TIGER_run",0.969055053865406,0.524411486178131,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_1_0.5_Recent/exp2_00250_0005_004_1_0.5_Recent_output_alignment.fa"
3815,"exp2_00250_0005_005_1_0.5_Recent",5,250,1,0.5,"Recent",5,"JC",NA,250000,"DNA","125","0","0","125","1",38.38,38.38,38.23,38.54,"Treelike",0.177028839853588,0.0002522,"no_TIGER_run",0.999634495703618,0.853406107453693,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_1_0.5_Recent/exp2_00250_0005_005_1_0.5_Recent_output_alignment.fa"
3816,"exp2_00250_0005_006_1_0.5_Recent",5,250,1,0.5,"Recent",6,"JC",NA,250000,"DNA","125","0","0","125","1",63.43,63.43,53.63,73.23,"Non-treelike",0.0689473393561829,0.0018382,"no_TIGER_run",0.996696457530391,0.920494037233046,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_1_0.5_Recent/exp2_00250_0005_006_1_0.5_Recent_output_alignment.fa"
3817,"exp2_00250_0005_007_1_0.5_Recent",5,250,1,0.5,"Recent",7,"JC",NA,250000,"DNA","121","4","0","125","0.968",37.97,37.97,35.61,40.33,"Non-treelike",0.375753600863665,0.000508,"no_TIGER_run",0.998788456812973,0.743064586826149,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_1_0.5_Recent/exp2_00250_0005_007_1_0.5_Recent_output_alignment.fa"
3818,"exp2_00250_0005_008_1_0.5_Recent",5,250,1,0.5,"Recent",8,"JC",NA,250000,"DNA","125","0","0","125","1",54.2,54.2,53.33,55.08,"Non-treelike",0.132918634298851,0.0038024,"no_TIGER_run",0.995348648901467,0.788735619025814,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_1_0.5_Recent/exp2_00250_0005_008_1_0.5_Recent_output_alignment.fa"
3819,"exp2_00250_0005_009_1_0.5_Recent",5,250,1,0.5,"Recent",9,"JC",NA,250000,"DNA","119","6","0","125","0.952",37.25,37.25,33.21,41.28,"Non-treelike",0.459787114756668,0.0015996,"no_TIGER_run",0.998927797894151,0.737481207355152,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_1_0.5_Recent/exp2_00250_0005_009_1_0.5_Recent_output_alignment.fa"
3820,"exp2_00250_0005_010_1_0.5_Recent",5,250,1,0.5,"Recent",10,"JC",NA,250000,"DNA","125","0","0","125","1",41.98,41.98,37.95,46.01,"Non-treelike",0.255445118997891,0.0009186,"no_TIGER_run",0.999643318075231,0.81040582257374,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_1_0.5_Recent/exp2_00250_0005_010_1_0.5_Recent_output_alignment.fa"
3821,"exp2_00250_0010_001_1_0.5_Recent",10,250,1,0.5,"Recent",1,"JC",NA,250000,"DNA","244","6","0","250","0.976",44,38.19,33.89,72.02,"Non-treelike",0.209227132751024,0.0009947,"no_TIGER_run",0.987328196574952,0.819315448855946,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_1_0.5_Recent/exp2_00250_0010_001_1_0.5_Recent_output_alignment.fa"
3822,"exp2_00250_0010_002_1_0.5_Recent",10,250,1,0.5,"Recent",2,"JC",NA,250000,"DNA","248","2","0","250","0.992",41.01,45.83,27.42,52.18,"Non-treelike",0.145066263347648,0.0016893,"no_TIGER_run",0.966301857431404,0.6854163311345,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_1_0.5_Recent/exp2_00250_0010_002_1_0.5_Recent_output_alignment.fa"
3823,"exp2_00250_0010_003_1_0.5_Recent",10,250,1,0.5,"Recent",3,"JC",NA,250000,"DNA","248","2","0","250","0.992",39.15,37.13,26.31,54.48,"Non-treelike",0.139504727762549,0.0022495,"no_TIGER_run",0.963830782948765,0.738415816342484,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_1_0.5_Recent/exp2_00250_0010_003_1_0.5_Recent_output_alignment.fa"
3824,"exp2_00250_0010_004_1_0.5_Recent",10,250,1,0.5,"Recent",4,"JC",NA,250000,"DNA","249","1","0","250","0.996",45.15,47.1,33.75,57.42,"Non-treelike",0.104568931401152,4.2e-05,"no_TIGER_run",0.998957004949665,0.957206865693167,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_1_0.5_Recent/exp2_00250_0010_004_1_0.5_Recent_output_alignment.fa"
3825,"exp2_00250_0010_005_1_0.5_Recent",10,250,1,0.5,"Recent",5,"JC",NA,250000,"DNA","250","0","0","250","1",41.78,43.41,24.18,55.1,"Non-treelike",0.176076320309493,0.0035476,"no_TIGER_run",0.915244620404465,0.709116970607123,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_1_0.5_Recent/exp2_00250_0010_005_1_0.5_Recent_output_alignment.fa"
3826,"exp2_00250_0010_006_1_0.5_Recent",10,250,1,0.5,"Recent",6,"JC",NA,250000,"DNA","244","5","1","250","0.976",40.31,37.28,27.87,53.18,"Non-treelike",0.213607880959329,0.0027489,"no_TIGER_run",0.881419367966281,0.689239970132913,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_1_0.5_Recent/exp2_00250_0010_006_1_0.5_Recent_output_alignment.fa"
3827,"exp2_00250_0010_007_1_0.5_Recent",10,250,1,0.5,"Recent",7,"JC",NA,250000,"DNA","250","0","0","250","1",42.69,43.12,29.92,51.31,"Non-treelike",0.151291022890878,0.0024375,"no_TIGER_run",0.958173105322698,0.764173104851272,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_1_0.5_Recent/exp2_00250_0010_007_1_0.5_Recent_output_alignment.fa"
3828,"exp2_00250_0010_008_1_0.5_Recent",10,250,1,0.5,"Recent",8,"JC",NA,250000,"DNA","250","0","0","250","1",43.42,37.78,34.82,57.75,"Non-treelike",0.127887798482556,0.0005753,"no_TIGER_run",0.993526114055043,0.83398686312964,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_1_0.5_Recent/exp2_00250_0010_008_1_0.5_Recent_output_alignment.fa"
3829,"exp2_00250_0010_009_1_0.5_Recent",10,250,1,0.5,"Recent",9,"JC",NA,250000,"DNA","250","0","0","250","1",42.9,44.28,32.74,50.5,"Non-treelike",0.174530813025184,0.0021054,"no_TIGER_run",0.98298475764429,0.779746116952583,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_1_0.5_Recent/exp2_00250_0010_009_1_0.5_Recent_output_alignment.fa"
3830,"exp2_00250_0010_010_1_0.5_Recent",10,250,1,0.5,"Recent",10,"JC",NA,250000,"DNA","248","2","0","250","0.992",41.89,41.4,33.25,56.16,"Non-treelike",0.138947750260678,0.000464,"no_TIGER_run",0.991256990962047,0.844754185791532,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_1_0.5_Recent/exp2_00250_0010_010_1_0.5_Recent_output_alignment.fa"
3831,"exp2_00250_0020_001_1_0.5_Recent",20,250,1,0.5,"Recent",1,"JC",NA,250000,"DNA","500","0","0","500","1",40.62,38.93,31.99,55.21,"Non-treelike",0.125488207889119,0.000947,"no_TIGER_run",0.874300845054024,0.789376479592544,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_1_0.5_Recent/exp2_00250_0020_001_1_0.5_Recent_output_alignment.fa"
3832,"exp2_00250_0020_002_1_0.5_Recent",20,250,1,0.5,"Recent",2,"JC",NA,250000,"DNA","487","12","1","500","0.974",39.67,39.19,33.82,49.95,"Non-treelike",0.194124178185141,0.00044105,"no_TIGER_run",0.993731956147778,0.777697625547058,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_1_0.5_Recent/exp2_00250_0020_002_1_0.5_Recent_output_alignment.fa"
3833,"exp2_00250_0020_003_1_0.5_Recent",20,250,1,0.5,"Recent",3,"JC",NA,250000,"DNA","498","2","0","500","0.996",36.94,35.58,32.66,45.96,"Non-treelike",0.291052089156504,0.0011975,"no_TIGER_run",0.979542782431692,0.639342821119222,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_1_0.5_Recent/exp2_00250_0020_003_1_0.5_Recent_output_alignment.fa"
3834,"exp2_00250_0020_004_1_0.5_Recent",20,250,1,0.5,"Recent",4,"JC",NA,250000,"DNA","491","8","1","500","0.982",40.03,40.44,30.3,62.45,"Non-treelike",0.176082087597923,0.00125165,"no_TIGER_run",0.973041577223312,0.706246321214814,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_1_0.5_Recent/exp2_00250_0020_004_1_0.5_Recent_output_alignment.fa"
3835,"exp2_00250_0020_005_1_0.5_Recent",20,250,1,0.5,"Recent",5,"JC",NA,250000,"DNA","500","0","0","500","1",39.48,36.49,32.73,64.21,"Non-treelike",0.198996386470317,0.00033185,"no_TIGER_run",0.993045839679466,0.85151113603464,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_1_0.5_Recent/exp2_00250_0020_005_1_0.5_Recent_output_alignment.fa"
3836,"exp2_00250_0020_006_1_0.5_Recent",20,250,1,0.5,"Recent",6,"JC",NA,250000,"DNA","486","14","0","500","0.972",38.92,36.54,33.06,67.41,"Non-treelike",0.247565725912667,0.0005731,"no_TIGER_run",0.983019621868546,0.720049216098276,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_1_0.5_Recent/exp2_00250_0020_006_1_0.5_Recent_output_alignment.fa"
3837,"exp2_00250_0020_007_1_0.5_Recent",20,250,1,0.5,"Recent",7,"JC",NA,250000,"DNA","485","15","0","500","0.97",38.41,34.87,32.81,77.77,"Non-treelike",0.214520813568168,0.00027325,"no_TIGER_run",0.990720298220391,0.830956705286093,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_1_0.5_Recent/exp2_00250_0020_007_1_0.5_Recent_output_alignment.fa"
3838,"exp2_00250_0020_008_1_0.5_Recent",20,250,1,0.5,"Recent",8,"JC",NA,250000,"DNA","500","0","0","500","1",39.79,38.72,24.79,54.31,"Non-treelike",0.0931641610667996,0.00048615,"no_TIGER_run",0.838460006358145,0.803516231318729,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_1_0.5_Recent/exp2_00250_0020_008_1_0.5_Recent_output_alignment.fa"
3839,"exp2_00250_0020_009_1_0.5_Recent",20,250,1,0.5,"Recent",9,"JC",NA,250000,"DNA","481","5","14","500","0.962",41.8,37.07,33.7,62.43,"Non-treelike",0.129178318632758,0.00011415,"no_TIGER_run",0.996651617833218,0.895880551152947,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_1_0.5_Recent/exp2_00250_0020_009_1_0.5_Recent_output_alignment.fa"
3840,"exp2_00250_0020_010_1_0.5_Recent",20,250,1,0.5,"Recent",10,"JC",NA,250000,"DNA","497","3","0","500","0.994",39.72,36.82,33.19,60.42,"Non-treelike",0.113111817360605,8.36e-05,"no_TIGER_run",0.995272680448301,0.862509388278049,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_1_0.5_Recent/exp2_00250_0020_010_1_0.5_Recent_output_alignment.fa"
3841,"exp2_00250_0050_001_1_0.5_Recent",50,250,1,0.5,"Recent",1,"JC",NA,250000,"DNA","1231","19","0","1250","0.9848",38.07,36.11,32.17,60.76,"Non-treelike",0.272748378874262,0.00048104,"no_TIGER_run",0.981213045503918,0.80693599197506,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_1_0.5_Recent/exp2_00250_0050_001_1_0.5_Recent_output_alignment.fa"
3842,"exp2_00250_0050_002_1_0.5_Recent",50,250,1,0.5,"Recent",2,"JC",NA,250000,"DNA","1232","16","2","1250","0.9856",37.19,35.41,32.41,78.83,"Non-treelike",0.28152484738112,0.0006476,"no_TIGER_run",0.967964787558236,0.782217042601552,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_1_0.5_Recent/exp2_00250_0050_002_1_0.5_Recent_output_alignment.fa"
3843,"exp2_00250_0050_003_1_0.5_Recent",50,250,1,0.5,"Recent",3,"JC",NA,250000,"DNA","1225","25","0","1250","0.98",36.82,35.53,31.4,62.65,"Non-treelike",0.191920295803523,0.00031864,"no_TIGER_run",0.987020654259316,0.682943667144101,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_1_0.5_Recent/exp2_00250_0050_003_1_0.5_Recent_output_alignment.fa"
3844,"exp2_00250_0050_004_1_0.5_Recent",50,250,1,0.5,"Recent",4,"JC",NA,250000,"DNA","1245","5","0","1250","0.996",38.19,35.53,22.05,60.41,"Non-treelike",0.112054071289335,0.00052214,"no_TIGER_run",0.842256377859925,0.796138937756141,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_1_0.5_Recent/exp2_00250_0050_004_1_0.5_Recent_output_alignment.fa"
3845,"exp2_00250_0050_005_1_0.5_Recent",50,250,1,0.5,"Recent",5,"JC",NA,250000,"DNA","1240","8","2","1250","0.992",38.88,37.11,33.58,53.21,"Non-treelike",0.0970075605614532,8.834e-05,"no_TIGER_run",0.991882887634376,0.793604149752888,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_1_0.5_Recent/exp2_00250_0050_005_1_0.5_Recent_output_alignment.fa"
3846,"exp2_00250_0050_006_1_0.5_Recent",50,250,1,0.5,"Recent",6,"JC",NA,250000,"DNA","1226","22","2","1250","0.9808",39.38,38.59,32.41,59.24,"Non-treelike",0.107658951044094,9.888e-05,"no_TIGER_run",0.992247145785581,0.808836219734883,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_1_0.5_Recent/exp2_00250_0050_006_1_0.5_Recent_output_alignment.fa"
3847,"exp2_00250_0050_007_1_0.5_Recent",50,250,1,0.5,"Recent",7,"JC",NA,250000,"DNA","1227","23","0","1250","0.9816",38.04,35.75,30.28,59.76,"Non-treelike",0.207576939043947,0.00039514,"no_TIGER_run",0.985355768982456,0.777622604603367,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_1_0.5_Recent/exp2_00250_0050_007_1_0.5_Recent_output_alignment.fa"
3848,"exp2_00250_0050_008_1_0.5_Recent",50,250,1,0.5,"Recent",8,"JC",NA,250000,"DNA","1227","23","0","1250","0.9816",36.78,35.32,29.5,62.07,"Non-treelike",0.201422706680378,0.00037422,"no_TIGER_run",0.984054041027417,0.679621669776858,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_1_0.5_Recent/exp2_00250_0050_008_1_0.5_Recent_output_alignment.fa"
3849,"exp2_00250_0050_009_1_0.5_Recent",50,250,1,0.5,"Recent",9,"JC",NA,250000,"DNA","1242","7","1","1250","0.9936",38.02,35.92,31.67,64.1,"Non-treelike",0.135980313111736,0.00150244,"no_TIGER_run",0.977651761347972,0.75694459679683,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_1_0.5_Recent/exp2_00250_0050_009_1_0.5_Recent_output_alignment.fa"
3850,"exp2_00250_0050_010_1_0.5_Recent",50,250,1,0.5,"Recent",10,"JC",NA,250000,"DNA","1240","9","1","1250","0.992",38.42,37.05,22.69,55.72,"Non-treelike",0.117770145806503,0.0006528,"no_TIGER_run",0.825423846840501,0.730902651742856,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_1_0.5_Recent/exp2_00250_0050_010_1_0.5_Recent_output_alignment.fa"
