"row_id","uid","num_taxa","num_trees","tree_depth_coalescent","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
66,"exp2_00250_0050_006_1_0_Ancient",50,250,1,0,"Ancient",6,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.51,38.37,31.71,68.66,"Non-treelike",0.10971594088525,0.00050846,"no_TIGER_run",0.922526804761024,0.76189871321147,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_1_0_Ancient/exp2_00250_0050_006_1_0_Ancient_output_alignment.fa"
67,"exp2_00250_0050_007_1_0_Ancient",50,250,1,0,"Ancient",7,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.88,41.02,29.58,78.56,"Non-treelike",0.108348245722675,0.00058972,"no_TIGER_run",0.911583786181464,0.77797930045635,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_1_0_Ancient/exp2_00250_0050_007_1_0_Ancient_output_alignment.fa"
68,"exp2_00250_0050_008_1_0_Ancient",50,250,1,0,"Ancient",8,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43.57,39.29,29.5,80.04,"Non-treelike",0.166647971914691,0.00082992,"no_TIGER_run",0.892435613826611,0.785138536720213,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_1_0_Ancient/exp2_00250_0050_008_1_0_Ancient_output_alignment.fa"
69,"exp2_00250_0050_009_1_0_Ancient",50,250,1,0,"Ancient",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.7,37.97,31.76,94.88,"Non-treelike",0.14587691448696,0.00065444,"no_TIGER_run",0.929833648219963,0.78785028226497,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_1_0_Ancient/exp2_00250_0050_009_1_0_Ancient_output_alignment.fa"
70,"exp2_00250_0050_010_1_0_Ancient",50,250,1,0,"Ancient",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.56,38.82,30,76.12,"Non-treelike",0.205284533308312,0.00126288,"no_TIGER_run",0.886048799349535,0.782204116318873,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_1_0_Ancient/exp2_00250_0050_010_1_0_Ancient_output_alignment.fa"
71,"exp2_00250_0100_001_1_0_Ancient",100,250,1,0,"Ancient",1,"JC",NA,250000,"DNA",2498,2,0,2500,0.9992,40.88,36.94,30.75,86.16,"Non-treelike",0.158016523672281,0.00063786,"no_TIGER_run",0.868751372246509,0.768379682592748,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_1_0_Ancient/exp2_00250_0100_001_1_0_Ancient_output_alignment.fa"
72,"exp2_00250_0100_002_1_0_Ancient",100,250,1,0,"Ancient",2,"JC",NA,250000,"DNA",2500,0,0,2500,1,39.34,37.76,30.5,86.15,"Non-treelike",0.10908394231304,0.00052185,"no_TIGER_run",0.860273284974167,0.674973458650454,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_1_0_Ancient/exp2_00250_0100_002_1_0_Ancient_output_alignment.fa"
73,"exp2_00250_0100_003_1_0_Ancient",100,250,1,0,"Ancient",3,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.48,36.98,30.48,97.58,"Treelike",0.194535761037273,0.00045439,"no_TIGER_run",0.949339734962301,0.804031898681096,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_1_0_Ancient/exp2_00250_0100_003_1_0_Ancient_output_alignment.fa"
74,"exp2_00250_0100_004_1_0_Ancient",100,250,1,0,"Ancient",4,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,39.24,37.63,26.86,99.76,"Treelike",0.183353240977857,0.00020665,"no_TIGER_run",0.979563246690608,0.847437577557618,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_1_0_Ancient/exp2_00250_0100_004_1_0_Ancient_output_alignment.fa"
75,"exp2_00250_0100_005_1_0_Ancient",100,250,1,0,"Ancient",5,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.56,36.99,28.24,98.84,"Non-treelike",0.121801742946273,0.00043643,"no_TIGER_run",0.918741487033205,0.843229082082073,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_1_0_Ancient/exp2_00250_0100_005_1_0_Ancient_output_alignment.fa"
76,"exp2_00250_0100_006_1_0_Ancient",100,250,1,0,"Ancient",6,"JC",NA,250000,"DNA",2500,0,0,2500,1,42.15,37.44,30.24,94.12,"Non-treelike",0.0554801194018999,0.00011457,"no_TIGER_run",0.960785587119086,0.830678434023054,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_1_0_Ancient/exp2_00250_0100_006_1_0_Ancient_output_alignment.fa"
77,"exp2_00250_0100_007_1_0_Ancient",100,250,1,0,"Ancient",7,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.53,37.29,28.94,96.27,"Non-treelike",0.056429283082002,0.00011709,"no_TIGER_run",0.945973478232558,0.812273005112299,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_1_0_Ancient/exp2_00250_0100_007_1_0_Ancient_output_alignment.fa"
78,"exp2_00250_0100_008_1_0_Ancient",100,250,1,0,"Ancient",8,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.03,37.69,31.55,89.99,"Non-treelike",0.205039965344774,0.00139771,"no_TIGER_run",0.825864827337124,0.754847527064967,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_1_0_Ancient/exp2_00250_0100_008_1_0_Ancient_output_alignment.fa"
79,"exp2_00250_0100_009_1_0_Ancient",100,250,1,0,"Ancient",9,"JC",NA,250000,"DNA",2498,2,0,2500,0.9992,40.82,37.18,31.23,96.95,"Non-treelike",0.173188477931269,0.00072944,"no_TIGER_run",0.883922603870637,0.826647296913056,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_1_0_Ancient/exp2_00250_0100_009_1_0_Ancient_output_alignment.fa"
80,"exp2_00250_0100_010_1_0_Ancient",100,250,1,0,"Ancient",10,"JC",NA,250000,"DNA",2500,0,0,2500,1,42.07,37.37,28.64,98.81,"Treelike",0.0618134066794825,5.87e-05,"no_TIGER_run",0.984067562210448,0.83554299091082,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_1_0_Ancient/exp2_00250_0100_010_1_0_Ancient_output_alignment.fa"
81,"exp2_00250_0010_001_10_0_Ancient",10,250,10,0,"Ancient",1,"JC",NA,250000,"DNA",250,0,0,250,1,52.77,49.37,32.76,74.96,"Non-treelike",0.151716154862882,0.000496,"no_TIGER_run",0.99179636177402,0.883355809633723,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_10_0_Ancient/exp2_00250_0010_001_10_0_Ancient_output_alignment.fa"
82,"exp2_00250_0010_002_10_0_Ancient",10,250,10,0,"Ancient",2,"JC",NA,250000,"DNA",250,0,0,250,1,55.91,51.82,37.04,88.86,"Non-treelike",0.201173754423855,0.0005606,"no_TIGER_run",0.996941386676123,0.87818005012037,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_10_0_Ancient/exp2_00250_0010_002_10_0_Ancient_output_alignment.fa"
83,"exp2_00250_0010_003_10_0_Ancient",10,250,10,0,"Ancient",3,"JC",NA,250000,"DNA",250,0,0,250,1,68.21,67.17,44.01,98.91,"Treelike",0.0395533056867255,6.1e-05,"no_TIGER_run",0.999069885307752,0.984747445297848,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_10_0_Ancient/exp2_00250_0010_003_10_0_Ancient_output_alignment.fa"
84,"exp2_00250_0010_004_10_0_Ancient",10,250,10,0,"Ancient",4,"JC",NA,250000,"DNA",249,1,0,250,0.996,50.63,38.75,32.95,99.86,"Non-treelike",0.171403678000814,7.15e-05,"no_TIGER_run",0.997739421226852,0.978884615790768,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_10_0_Ancient/exp2_00250_0010_004_10_0_Ancient_output_alignment.fa"
85,"exp2_00250_0010_005_10_0_Ancient",10,250,10,0,"Ancient",5,"JC",NA,250000,"DNA",250,0,0,250,1,63.02,53.68,46.46,90.35,"Non-treelike",0.0616624034034821,0.0002732,"no_TIGER_run",0.995626153047508,0.94613796553719,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_10_0_Ancient/exp2_00250_0010_005_10_0_Ancient_output_alignment.fa"
86,"exp2_00250_0010_006_10_0_Ancient",10,250,10,0,"Ancient",6,"JC",NA,250000,"DNA",249,1,0,250,0.996,60.46,42.11,33.65,98.53,"Non-treelike",0.119030596656762,3.63e-05,"no_TIGER_run",0.998480847821773,0.978451072008344,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0_Ancient/exp2_00250_0010_006_10_0_Ancient_output_alignment.fa"
87,"exp2_00250_0010_007_10_0_Ancient",10,250,10,0,"Ancient",7,"JC",NA,250000,"DNA",250,0,0,250,1,59.94,53.79,36.39,83.11,"Treelike",0.0550383363071822,0.0001944,"no_TIGER_run",0.993255551409467,0.950703675207163,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0_Ancient/exp2_00250_0010_007_10_0_Ancient_output_alignment.fa"
88,"exp2_00250_0010_008_10_0_Ancient",10,250,10,0,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,60.74,53.58,38.96,94.9,"Treelike",0.0908804873544457,0.0002812,"no_TIGER_run",0.994117317054423,0.967326341750045,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0_Ancient/exp2_00250_0010_008_10_0_Ancient_output_alignment.fa"
89,"exp2_00250_0010_009_10_0_Ancient",10,250,10,0,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,61.67,59.57,43.43,93.78,"Non-treelike",0.0734126240815673,0.000229,"no_TIGER_run",0.995256418083037,0.949238683712204,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0_Ancient/exp2_00250_0010_009_10_0_Ancient_output_alignment.fa"
90,"exp2_00250_0010_010_10_0_Ancient",10,250,10,0,"Ancient",10,"JC",NA,250000,"DNA",250,0,0,250,1,56.46,53.97,37.84,76.54,"Non-treelike",0.0977963178803051,0.0004445,"no_TIGER_run",0.992551571712694,0.897958727928758,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0_Ancient/exp2_00250_0010_010_10_0_Ancient_output_alignment.fa"
91,"exp2_00250_0020_001_10_0_Ancient",20,250,10,0,"Ancient",1,"JC",NA,250000,"DNA",500,0,0,500,1,47.21,39.97,31.89,99.41,"Treelike",0.183289922009528,0.0007077,"no_TIGER_run",0.980377533480358,0.938383785195687,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0_Ancient/exp2_00250_0020_001_10_0_Ancient_output_alignment.fa"
92,"exp2_00250_0020_002_10_0_Ancient",20,250,10,0,"Ancient",2,"JC",NA,250000,"DNA",500,0,0,500,1,49.35,46.45,33.2,80.61,"Non-treelike",0.135370391357907,0.00073595,"no_TIGER_run",0.973015273504545,0.870598507780768,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0_Ancient/exp2_00250_0020_002_10_0_Ancient_output_alignment.fa"
93,"exp2_00250_0020_003_10_0_Ancient",20,250,10,0,"Ancient",3,"JC",NA,250000,"DNA",500,0,0,500,1,55.03,52.54,31.77,89.96,"Non-treelike",0.0480446267968242,0.00013615,"no_TIGER_run",0.987457160073277,0.943940217500155,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0_Ancient/exp2_00250_0020_003_10_0_Ancient_output_alignment.fa"
94,"exp2_00250_0020_004_10_0_Ancient",20,250,10,0,"Ancient",4,"JC",NA,250000,"DNA",499,1,0,500,0.998,50.31,43.39,31.92,89.95,"Treelike",0.103306382934359,0.0003259,"no_TIGER_run",0.979880021972854,0.907508601029894,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0_Ancient/exp2_00250_0020_004_10_0_Ancient_output_alignment.fa"
95,"exp2_00250_0020_005_10_0_Ancient",20,250,10,0,"Ancient",5,"JC",NA,250000,"DNA",500,0,0,500,1,57.03,51.34,33.14,93.83,"Non-treelike",0.0422806523563863,0.00010595,"no_TIGER_run",0.989326562144182,0.94745514153391,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0_Ancient/exp2_00250_0020_005_10_0_Ancient_output_alignment.fa"
96,"exp2_00250_0020_006_10_0_Ancient",20,250,10,0,"Ancient",6,"JC",NA,250000,"DNA",500,0,0,500,1,49.58,40.1,33.15,84.86,"Non-treelike",0.0849370825782503,0.00028075,"no_TIGER_run",0.977014042655538,0.883597611448136,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0_Ancient/exp2_00250_0020_006_10_0_Ancient_output_alignment.fa"
97,"exp2_00250_0020_007_10_0_Ancient",20,250,10,0,"Ancient",7,"JC",NA,250000,"DNA",500,0,0,500,1,53.05,42.12,27.96,97.47,"Non-treelike",0.144628720713765,0.00026265,"no_TIGER_run",0.987442432276814,0.932726615510368,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0_Ancient/exp2_00250_0020_007_10_0_Ancient_output_alignment.fa"
98,"exp2_00250_0020_008_10_0_Ancient",20,250,10,0,"Ancient",8,"JC",NA,250000,"DNA",500,0,0,500,1,49.57,43.3,30.5,97.5,"Non-treelike",0.0935238312668754,0.0002092,"no_TIGER_run",0.985635723552977,0.941432210866274,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0_Ancient/exp2_00250_0020_008_10_0_Ancient_output_alignment.fa"
99,"exp2_00250_0020_009_10_0_Ancient",20,250,10,0,"Ancient",9,"JC",NA,250000,"DNA",500,0,0,500,1,54.27,47.61,31.66,79.84,"Non-treelike",0.0677819853997647,0.00029085,"no_TIGER_run",0.982455005598484,0.892121423659668,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0_Ancient/exp2_00250_0020_009_10_0_Ancient_output_alignment.fa"
100,"exp2_00250_0020_010_10_0_Ancient",20,250,10,0,"Ancient",10,"JC",NA,250000,"DNA",500,0,0,500,1,50.55,40,30.3,98.54,"Non-treelike",0.126310578273347,0.00031505,"no_TIGER_run",0.977455355261422,0.924736426316828,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0_Ancient/exp2_00250_0020_010_10_0_Ancient_output_alignment.fa"
101,"exp2_00250_0050_001_10_0_Ancient",50,250,10,0,"Ancient",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.94,38.68,30.46,93.8,"Treelike",0.0769190152235843,0.00015808,"no_TIGER_run",0.963488249510884,0.864638577499058,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0_Ancient/exp2_00250_0050_001_10_0_Ancient_output_alignment.fa"
102,"exp2_00250_0050_002_10_0_Ancient",50,250,10,0,"Ancient",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,41.32,38.93,30.62,75.48,"Non-treelike",0.143219500601868,0.0007504,"no_TIGER_run",0.879551722629405,0.757874025743167,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0_Ancient/exp2_00250_0050_002_10_0_Ancient_output_alignment.fa"
103,"exp2_00250_0050_003_10_0_Ancient",50,250,10,0,"Ancient",3,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,45.9,39.86,31.31,99.5,"Non-treelike",0.159241759627179,0.00034606,"no_TIGER_run",0.988028317349798,0.942544949211636,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0_Ancient/exp2_00250_0050_003_10_0_Ancient_output_alignment.fa"
104,"exp2_00250_0050_004_10_0_Ancient",50,250,10,0,"Ancient",4,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.49,39.73,30.31,95.34,"Non-treelike",0.0975214345171952,0.00021964,"no_TIGER_run",0.964506498159039,0.853132095450941,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0_Ancient/exp2_00250_0050_004_10_0_Ancient_output_alignment.fa"
105,"exp2_00250_0050_005_10_0_Ancient",50,250,10,0,"Ancient",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.65,41.1,28.8,86.33,"Non-treelike",0.123062819656601,0.0005311,"no_TIGER_run",0.926947506322424,0.811798081724785,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0_Ancient/exp2_00250_0050_005_10_0_Ancient_output_alignment.fa"
106,"exp2_00250_0050_006_10_0_Ancient",50,250,10,0,"Ancient",6,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.58,38.93,31.57,97.35,"Non-treelike",0.123943363355641,0.00020726,"no_TIGER_run",0.952757447201386,0.875365413499251,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0_Ancient/exp2_00250_0050_006_10_0_Ancient_output_alignment.fa"
107,"exp2_00250_0050_007_10_0_Ancient",50,250,10,0,"Ancient",7,"JC",NA,250000,"DNA",1248,2,0,1250,0.9984,41.66,37.95,31.85,97.85,"Non-treelike",0.205165412215832,0.00088998,"no_TIGER_run",0.896096913105943,0.820244708248704,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0_Ancient/exp2_00250_0050_007_10_0_Ancient_output_alignment.fa"
108,"exp2_00250_0050_008_10_0_Ancient",50,250,10,0,"Ancient",8,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.97,38.77,29.65,97.56,"Treelike",0.10458205072287,0.0001492,"no_TIGER_run",0.977839880467921,0.901813161749681,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0_Ancient/exp2_00250_0050_008_10_0_Ancient_output_alignment.fa"
109,"exp2_00250_0050_009_10_0_Ancient",50,250,10,0,"Ancient",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.18,40.62,29.12,99.36,"Non-treelike",0.0945064637959364,0.00010028,"no_TIGER_run",0.988182739072747,0.904631372012334,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0_Ancient/exp2_00250_0050_009_10_0_Ancient_output_alignment.fa"
110,"exp2_00250_0050_010_10_0_Ancient",50,250,10,0,"Ancient",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.57,38.85,29.13,97.4,"Non-treelike",0.105093939822105,0.00025524,"no_TIGER_run",0.962324856577381,0.856229007374291,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0_Ancient/exp2_00250_0050_010_10_0_Ancient_output_alignment.fa"
111,"exp2_00250_0100_001_10_0_Ancient",100,250,10,0,"Ancient",1,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,41.7,38.35,29.35,93.91,"Non-treelike",0.100431877251811,0.00031278,"no_TIGER_run",0.9337386514455,0.768188540116226,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0_Ancient/exp2_00250_0100_001_10_0_Ancient_output_alignment.fa"
112,"exp2_00250_0100_002_10_0_Ancient",100,250,10,0,"Ancient",2,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.64,38.44,28.23,99.33,"Treelike",0.11069506530014,0.00025591,"no_TIGER_run",0.964078372883149,0.834798405993264,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0_Ancient/exp2_00250_0100_002_10_0_Ancient_output_alignment.fa"
113,"exp2_00250_0100_003_10_0_Ancient",100,250,10,0,"Ancient",3,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.12,37.08,28.98,88.58,"Non-treelike",0.159409015469681,0.00064965,"no_TIGER_run",0.890454360715172,0.736832808770175,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0_Ancient/exp2_00250_0100_003_10_0_Ancient_output_alignment.fa"
114,"exp2_00250_0100_004_10_0_Ancient",100,250,10,0,"Ancient",4,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.8,37.75,30.46,93.48,"Treelike",0.110359344824759,0.00024571,"no_TIGER_run",0.953673762141359,0.802154752879775,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0_Ancient/exp2_00250_0100_004_10_0_Ancient_output_alignment.fa"
115,"exp2_00250_0100_005_10_0_Ancient",100,250,10,0,"Ancient",5,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.1,37.7,30.77,91.4,"Non-treelike",0.0890734510068967,0.00022831,"no_TIGER_run",0.91223033221783,0.776365040162159,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0_Ancient/exp2_00250_0100_005_10_0_Ancient_output_alignment.fa"
116,"exp2_00250_0100_006_10_0_Ancient",100,250,10,0,"Ancient",6,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.91,37.85,30.65,86.59,"Non-treelike",0.0957289694497164,0.00029557,"no_TIGER_run",0.913244147977153,0.779110807457603,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0_Ancient/exp2_00250_0100_006_10_0_Ancient_output_alignment.fa"
117,"exp2_00250_0100_007_10_0_Ancient",100,250,10,0,"Ancient",7,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.78,37.05,28.86,96.44,"Treelike",0.202774912504354,0.00036778,"no_TIGER_run",0.951996189674323,0.820105996250163,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0_Ancient/exp2_00250_0100_007_10_0_Ancient_output_alignment.fa"
118,"exp2_00250_0100_008_10_0_Ancient",100,250,10,0,"Ancient",8,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.18,37.52,30.75,94.12,"Non-treelike",0.0752518776563667,0.00018287,"no_TIGER_run",0.944404082783412,0.788950553282609,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0_Ancient/exp2_00250_0100_008_10_0_Ancient_output_alignment.fa"
119,"exp2_00250_0100_009_10_0_Ancient",100,250,10,0,"Ancient",9,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.7,37.91,28.59,99.06,"Treelike",0.119451720959085,0.00030745,"no_TIGER_run",0.944703840802449,0.784021993354774,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0_Ancient/exp2_00250_0100_009_10_0_Ancient_output_alignment.fa"
120,"exp2_00250_0100_010_10_0_Ancient",100,250,10,0,"Ancient",10,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.21,37.9,27,96.96,"Non-treelike",0.0873093412996721,0.00021018,"no_TIGER_run",0.930740156107752,0.771513467533633,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0_Ancient/exp2_00250_0100_010_10_0_Ancient_output_alignment.fa"
121,"exp2_00250_0010_001_100_0_Ancient",10,250,100,0,"Ancient",1,"JC",NA,250000,"DNA",250,0,0,250,1,63.27,59.38,31.97,93.99,"Treelike",0.0766666027528458,0.0003515,"no_TIGER_run",0.995289292919667,0.950452005037468,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0_Ancient/exp2_00250_0010_001_100_0_Ancient_output_alignment.fa"
122,"exp2_00250_0010_002_100_0_Ancient",10,250,100,0,"Ancient",2,"JC",NA,250000,"DNA",250,0,0,250,1,70.92,81.07,39.57,95.08,"Non-treelike",0.0518017677863845,0.0001672,"no_TIGER_run",0.995221260126961,0.969600317747819,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0_Ancient/exp2_00250_0010_002_100_0_Ancient_output_alignment.fa"
123,"exp2_00250_0010_003_100_0_Ancient",10,250,100,0,"Ancient",3,"JC",NA,250000,"DNA",250,0,0,250,1,52.38,53.36,33.47,84.91,"Non-treelike",0.140900050827155,0.0005117,"no_TIGER_run",0.992827062483426,0.919986200217066,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_100_0_Ancient/exp2_00250_0010_003_100_0_Ancient_output_alignment.fa"
124,"exp2_00250_0010_004_100_0_Ancient",10,250,100,0,"Ancient",4,"JC",NA,250000,"DNA",250,0,0,250,1,58.73,45.81,41.22,81.84,"Non-treelike",0.0972711448844315,0.0003459,"no_TIGER_run",0.993817845664939,0.95434602071928,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_100_0_Ancient/exp2_00250_0010_004_100_0_Ancient_output_alignment.fa"
125,"exp2_00250_0010_005_100_0_Ancient",10,250,100,0,"Ancient",5,"JC",NA,250000,"DNA",250,0,0,250,1,57.94,60.44,36.82,87.26,"Treelike",0.123783996562329,0.0004129,"no_TIGER_run",0.992590068574144,0.940802690177486,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_100_0_Ancient/exp2_00250_0010_005_100_0_Ancient_output_alignment.fa"
126,"exp2_00250_0010_006_100_0_Ancient",10,250,100,0,"Ancient",6,"JC",NA,250000,"DNA",250,0,0,250,1,63.53,63.79,38.27,98.79,"Treelike",0.0735109186176197,0.0002073,"no_TIGER_run",0.996443410500247,0.973060370779294,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_100_0_Ancient/exp2_00250_0010_006_100_0_Ancient_output_alignment.fa"
127,"exp2_00250_0010_007_100_0_Ancient",10,250,100,0,"Ancient",7,"JC",NA,250000,"DNA",250,0,0,250,1,43.15,44.48,34.35,52.5,"Non-treelike",0.211826832922427,0.0012038,"no_TIGER_run",0.978379829747433,0.853081793174436,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_100_0_Ancient/exp2_00250_0010_007_100_0_Ancient_output_alignment.fa"
128,"exp2_00250_0010_008_100_0_Ancient",10,250,100,0,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,58.28,53.78,35.02,91.81,"Non-treelike",0.132339806133641,0.000511,"no_TIGER_run",0.992801330118475,0.956148250408709,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_100_0_Ancient/exp2_00250_0010_008_100_0_Ancient_output_alignment.fa"
129,"exp2_00250_0010_009_100_0_Ancient",10,250,100,0,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,51.35,41.93,33.52,86.03,"Treelike",0.290353507707091,0.0007226,"no_TIGER_run",0.988772739034604,0.925423943495244,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_100_0_Ancient/exp2_00250_0010_009_100_0_Ancient_output_alignment.fa"
